job_title,job_link,description,company_name
Data Engineer Intern - Remote within the Continental USA,https://www.indeed.com/rc/clk?jk=5826c78961afe4f9&fccid=4cf53d6a7eb5ef1b&vjs=3,"Job details
No matching job preferences
Job Type
Full-time
Shift and Schedule
Overtime
We are seeking a talented and motivated Data Engineer Intern to join our team and assist with the migration of the GameMath database to an Azure Databricks environment. As an intern, you will have the opportunity to work on a real-world data engineering project and gain hands-on experience in Azure Databricks and associated tools.

If you are a passionate and driven individual who is eager to gain practical experience in data engineering and contribute to a real-world project, we encourage you to apply. Join our team and be part of an exciting opportunity to work with cutting-edge technologies and make a significant impact on our data infrastructure.
What Will You Be Doing?
Apply schema and stored procedures (supplied by Data Engineering) to the Azure Databricks environment, making necessary changes if required.
Create and implement a process to extract data from SQLite database files and ingest it into the appropriate tables in the Azure Databricks environment.
Collaborate with the Data Engineering team to share your knowledge and the migration process.

Skills, Knowledge, & Expertise for the job:
Experience with or taking classes in Azure Databricks and associated tools such as Azure Data Factory is highly preferred.
Experience with or taking classes in Spark SQL.
Experience with or taking classes in Python.

Why Us?
Building on a solid culture and resounding positive feedback from Everi employees in 2021, Everi continued to receive recognition as a Top Workplace in 2022. Everi was recognized nationally as a Top Workplace 2022 USA and received a second regional award for its HQ in Las Vegas as a Nevada Top Workplace 2022. This most recent award brings Everi’s total number of Top Workplaces awards in 2021 and 2022 to a whopping 10 awards!!!!


Everi is committed to expanding its innovative and creative reach, building a culture based on the tenets of respect and transparency. We are proud to be the gaming industry’s single-source provider of financial technology, loyalty solutions, games, and intelligence solutions. Let’s Go!

The compensation for this role considers a wide range of factors, including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential for the location at which the position may ultimately be filled. At Everi, it is not typical for all individuals to be hired at or near the end of the range; compensation decisions depend on each case’s facts and circumstances. A reasonable estimate of the current range is $ - $ per hour and is overtime eligible.

Everi is an Equal Opportunity Employer. All qualified applicants and employees will be afforded equal employment opportunities without discrimination because of race, creed, color, national origin, sex, age, disability, marital status, or any other characteristic or class protected by federal, state, or local law.

** For All External Staffing Agencies **

Everi does not accept unsolicited agency submittals. Please do not forward resumes to our Executive team, Management team, or any current Everi employee for review. Everi is not responsible for any fees related to unsolicited resumes.

#LI-AM1
#LI-Remote

About Everi
We believe in the values of Collaboration, Integrity, Inclusion, Excellence, and Fun!",Everi
